# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Nov 29 14:25:17 2017
#
# CONSTRAINT:  where (pl_pnum = 4
# CONSTRAINT:  )
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_massblend:   Stellar Mass Blend Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_radblend:    Stellar Radius Blend Flag
#
rowid,pl_hostname,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend
2087,Kepler-26,4,17.25590000,0.00060000,-0.00060000,0,,,,,,,,,0.01951,0.00205,-0.00205,0,Mass,0.243,0.011,-0.011,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
2088,Kepler-26,4,3.54391900,0.00001500,-0.00001500,0,,,,,,,,,,,,,,0.095,0.005,-0.005,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
2089,Kepler-26,4,46.82791500,0.00017300,-0.00017300,0,,,,,,,,,,,,,,0.215,0.013,-0.013,0,0.54,0.03,-0.03,0,0,0.51,0.02,-0.02,0,0
2100,Kepler-265,4,6.84626200,0.00006300,-0.00006300,0,,,,,,,,,,,,,,0.166,0.040,-0.040,0,1.03,,,0,0,1.10,0.23,-0.23,0,0
2101,Kepler-265,4,17.02893700,0.00013600,-0.00013600,0,,,,,,,,,,,,,,0.235,0.049,-0.049,0,1.03,,,0,0,1.10,0.23,-0.23,0,0
2102,Kepler-265,4,43.13061700,0.00065800,-0.00065800,0,,,,,,,,,,,,,,0.222,0.048,-0.048,0,1.03,,,0,0,1.10,0.23,-0.23,0,0
2103,Kepler-265,4,67.83102400,0.00139600,-0.00139600,0,,,,,,,,,,,,,,0.231,0.049,-0.049,0,1.03,,,0,0,1.10,0.23,-0.23,0,0
2146,Kepler-282,4,9.22052400,0.00034100,-0.00034100,0,,,,,,,,,,,,,,0.090,0.022,-0.022,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0
2147,Kepler-282,4,13.63872300,0.00049100,-0.00049100,0,,,,,,,,,,,,,,0.107,0.026,-0.026,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0
2148,Kepler-282,4,24.80600000,,,0,,,,,,,,,0.19200,0.11300,-0.11400,0,Mass,0.219,0.089,-0.018,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0
2149,Kepler-282,4,44.34700000,,,0,,,,,,,,,0.17700,0.05100,-0.05300,0,Mass,0.277,0.112,-0.022,0,0.97,0.10,-0.12,0,0,0.90,0.21,-0.21,0,0
2156,Kepler-286,4,1.79630200,0.00000900,-0.00000900,0,,,,,,,,,,,,,,0.111,0.022,-0.022,0,,,,,,0.86,0.17,-0.17,0,0
2157,Kepler-286,4,3.46809500,0.00002300,-0.00002300,0,,,,,,,,,,,,,,0.122,0.024,-0.024,0,,,,,,0.86,0.17,-0.17,0,0
2158,Kepler-286,4,5.91432300,0.00005400,-0.00005400,0,,,,,,,,,,,,,,0.119,0.024,-0.024,0,,,,,,0.86,0.17,-0.17,0,0
2159,Kepler-286,4,29.22128900,0.00037000,-0.00037000,0,,,,,,,,,,,,,,0.158,0.038,-0.038,0,,,,,,0.86,0.17,-0.17,0,0
2196,Kepler-299,4,2.92712800,0.00003300,-0.00003300,0,,,,,,,,,,,,,,0.118,0.024,-0.024,0,0.97,,,0,0,1.03,0.21,-0.21,0,0
2197,Kepler-299,4,6.88587500,0.00004000,-0.00004000,0,,,,,,,,,,,,,,0.236,0.056,-0.056,0,0.97,,,0,0,1.03,0.21,-0.21,0,0
2198,Kepler-299,4,15.05478600,0.00018900,-0.00018900,0,,,,,,,,,,,,,,0.166,0.034,-0.034,0,0.97,,,0,0,1.03,0.21,-0.21,0,0
2199,Kepler-299,4,38.28548900,0.00142800,-0.00142800,0,,,,,,,,,,,,,,0.167,0.035,-0.035,0,0.97,,,0,0,1.03,0.21,-0.21,0,0
2212,Kepler-304,4,3.29570900,0.00000200,-0.00000200,0,,,,,,,,,,,,,,0.255,0.019,-0.019,0,0.80,,,0,0,0.69,0.04,-0.04,0,0
2213,Kepler-304,4,5.31594600,0.00000700,-0.00000700,0,,,,,,,,,,,,,,0.194,0.013,-0.013,0,0.80,,,0,0,0.69,0.04,-0.04,0,0
2214,Kepler-304,4,9.65347100,0.00001500,-0.00001500,0,,,,,,,,,,,,,,0.245,0.019,-0.019,0,0.80,,,0,0,0.69,0.04,-0.04,0,0
2215,Kepler-304,4,1.49914695,0.00000280,-0.00000280,0,,,,,,,,,,,,,,0.107,0.005,-0.003,0,0.80,,,0,0,0.69,0.04,-0.04,0,0
2219,Kepler-306,4,4.64618600,0.00002500,-0.00002500,0,,,,,,,,,,,,,,0.136,0.009,-0.009,0,0.82,,,0,0,0.72,0.04,-0.04,0,0
2220,Kepler-306,4,7.24019300,0.00003200,-0.00003200,0,,,,,,,,,,,,,,0.210,0.017,-0.017,0,0.82,,,0,0,0.72,0.04,-0.04,0,0
2221,Kepler-306,4,17.32664400,0.00013700,-0.00013700,0,,,,,,,,,,,,,,0.220,0.021,-0.021,0,0.82,,,0,0,0.72,0.04,-0.04,0,0
2222,Kepler-306,4,44.84097500,0.00043900,-0.00043900,0,,,,,,,,,,,,,,0.203,0.013,-0.013,0,0.82,,,0,0,0.72,0.04,-0.04,0,0
2307,Kepler-338,4,13.72697600,0.00005900,-0.00005900,0,,,,,,,,,,,,,,0.218,0.012,-0.012,0,1.10,,,0,0,1.74,0.08,-0.08,0,0
2308,Kepler-338,4,24.31085600,0.00015800,-0.00015800,0,,,,,,,,,,,,,,0.209,0.011,-0.011,0,1.10,,,0,0,1.74,0.08,-0.08,0,0
2309,Kepler-338,4,44.43101400,0.00036800,-0.00036800,0,,,,,,,,,,,,,,0.268,0.025,-0.025,0,1.10,,,0,0,1.74,0.08,-0.08,0,0
2310,Kepler-338,4,9.34100000,,,0,,,,,,,,,0.02700,0.02300,-0.02000,0,Mass,0.139,0.006,-0.006,0,1.10,,,0,0,1.74,0.08,-0.08,0,0
2317,Kepler-341,4,5.19552800,0.00005300,-0.00005300,0,,,,,,,,,,,,,,0.105,0.055,-0.055,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
2318,Kepler-341,4,8.01041000,0.00004900,-0.00004900,0,,,,,,,,,,,,,,0.152,0.077,-0.077,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
2319,Kepler-341,4,27.66631300,0.00029700,-0.00029700,0,,,,,,,,,,,,,,0.165,0.084,-0.084,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
2320,Kepler-341,4,42.47326900,0.00063300,-0.00063300,0,,,,,,,,,,,,,,0.178,0.092,-0.092,0,0.94,,,0,0,1.02,0.52,-0.52,0,0
2321,Kepler-342,4,15.17031800,0.00005900,-0.00005900,0,,,,,,,,,,,,,,0.201,0.036,-0.036,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
2322,Kepler-342,4,26.23413800,0.00016300,-0.00016300,0,,,,,,,,,,,,,,0.175,0.031,-0.031,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
2323,Kepler-342,4,39.45935700,0.00037500,-0.00037500,0,,,,,,,,,,,,,,0.222,0.043,-0.043,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
2324,Kepler-342,4,1.64422461,0.00000621,-0.00000621,0,,,,,,,,,,,,,,0.079,0.007,-0.005,0,1.13,,,0,0,1.47,0.26,-0.26,0,0
2388,Kepler-37,4,13.36750000,,,0,,,,,,,,,0.03146,,,1,Mass,0.029,0.002,-0.002,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0
2389,Kepler-37,4,21.30200000,,,0,,,,,,,,,0.03776,,,1,Mass,0.067,0.003,-0.003,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0
2390,Kepler-37,4,39.79220000,,,0,,,,,,,,,0.03839,,,1,Mass,0.173,0.005,-0.005,0,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0
2391,Kepler-37,4,51.19600000,,,0,,,,,,,,,,,,,,,,,,0.80,0.07,-0.07,0,0,0.77,0.03,-0.03,0,0
2465,Kepler-402,4,4.02875100,0.00001900,-0.00001900,0,,,,,,,,,,,,,,0.109,0.021,-0.021,0,,,,,,1.26,0.24,-0.24,0,0
2466,Kepler-402,4,6.12482100,0.00002600,-0.00002600,0,,,,,,,,,,,,,,0.139,0.031,-0.031,0,,,,,,1.26,0.24,-0.24,0,0
2467,Kepler-402,4,8.92109900,0.00005600,-0.00005600,0,,,,,,,,,,,,,,0.123,0.024,-0.024,0,,,,,,1.26,0.24,-0.24,0,0
2468,Kepler-402,4,11.24286100,0.00005900,-0.00005900,0,,,,,,,,,,,,,,0.130,0.026,-0.026,0,,,,,,1.26,0.24,-0.24,0,0
2580,Kepler-48,4,4.77800000,,,0,,,,,,,,,0.01240,0.00661,-0.00661,0,Mass,0.168,0.009,-0.009,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0
2581,Kepler-48,4,9.67395000,,,0,,,,,,,,,0.04597,0.00724,-0.00724,0,Mass,0.242,0.012,-0.012,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0
2582,Kepler-48,4,42.89610000,,,0,,,,,,,,,0.02500,0.01450,-0.01450,0,Mass,0.182,0.010,-0.010,0,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0
2583,Kepler-48,4,982.00000000,8.00000000,-8.00000000,0,,,,,,,,,2.06700,0.07900,-0.07900,0,Mass,,,,,0.88,0.06,-0.06,0,0,0.89,0.05,-0.05,0,0
2595,Kepler-49,4,7.20379450,0.00002200,-0.00002200,0,,,,,,,,,0.98000,,,1,Mass,0.243,,,0,0.55,,,0,0,0.56,0.02,-0.02,0,0
2596,Kepler-49,4,10.91293430,0.00006900,-0.00006900,0,,,,,,,,,0.72000,,,1,Mass,0.227,,,0,0.55,,,0,0,0.56,0.02,-0.02,0,0
2597,Kepler-49,4,2.57654900,0.00000300,-0.00000300,0,,,,,,,,,,,,,,0.143,0.006,-0.006,0,0.55,,,0,0,0.56,0.02,-0.02,0,0
2598,Kepler-49,4,18.59610800,0.00007900,-0.00007900,0,,,,,,,,,,,,,,0.139,0.007,-0.007,0,0.55,,,0,0,0.56,0.02,-0.02,0,0
2941,Kepler-758,4,12.10971040,0.00007142,-0.00007142,0,,,,,,,,,,,,,,0.221,0.049,-0.036,0,1.16,0.12,-0.08,0,0,1.42,0.31,-0.23,0,0
2942,Kepler-758,4,4.75793986,0.00003846,-0.00003846,0,,,,,,,,,,,,,,0.151,0.033,-0.026,0,1.16,0.12,-0.08,0,0,1.42,0.31,-0.23,0,0
2943,Kepler-758,4,20.49661970,0.00022820,-0.00022820,0,,,,,,,,,,,,,,0.189,0.042,-0.029,0,1.16,0.12,-0.08,0,0,1.42,0.31,-0.23,0,0
2944,Kepler-758,4,8.19347190,0.00010360,-0.00010360,0,,,,,,,,,,,,,,0.136,0.029,-0.022,0,1.16,0.12,-0.08,0,0,1.42,0.31,-0.23,0,0
2983,Kepler-79,4,13.48450000,0.00020000,-0.00020000,0,0.015000,0.012000,-0.006000,0,88.780,0.070,-0.090,0,0.03430,0.02300,-0.01900,0,Mass,0.310,0.006,-0.006,0,1.17,0.04,-0.04,0,0,1.30,0.03,-0.03,0,0
2984,Kepler-79,4,27.40290000,0.00080000,-0.00060000,0,0.030000,0.027000,-0.021000,0,89.480,0.070,-0.090,0,0.01900,0.00600,-0.00720,0,Mass,0.332,0.007,-0.007,0,1.17,0.04,-0.04,0,0,1.30,0.03,-0.03,0,0
2985,Kepler-79,4,52.09020000,0.00090000,-0.00100000,0,0.025000,0.059000,-0.023000,0,89.930,0.070,-0.030,0,0.01900,0.00660,-0.00500,0,Mass,0.639,0.012,-0.014,0,1.17,0.04,-0.04,0,0,1.30,0.03,-0.03,0,0
2986,Kepler-79,4,81.06590000,0.00130000,-0.00110000,0,0.012000,0.044000,-0.005000,0,89.130,0.020,-0.020,0,0.01300,0.00380,-0.00350,0,Mass,0.311,0.012,-0.012,0,1.17,0.04,-0.04,0,0,1.30,0.03,-0.03,0,0
3027,Kepler-82,4,26.44400000,,,0,,,,,,,,,,,,,,0.357,0.162,-0.162,0,0.85,1.66,-0.63,0,0,0.94,0.14,-0.14,0,0
3028,Kepler-82,4,51.53800000,,,0,,,,,,,,,,,,,,0.477,0.218,-0.218,0,0.85,1.66,-0.63,0,0,0.94,0.14,-0.14,0,0
3029,Kepler-82,4,2.38296100,0.00000500,-0.00000500,0,,,,,,,,,,,,,,0.158,0.024,-0.024,0,0.85,1.66,-0.63,0,0,0.94,0.14,-0.14,0,0
3030,Kepler-82,4,5.90220600,0.00001200,-0.00001200,0,,,,,,,,,,,,,,0.220,0.033,-0.033,0,0.85,1.66,-0.63,0,0,0.94,0.14,-0.14,0,0
3070,Kepler-85,4,8.30600000,,,0,,,,,,,,,,,,,,0.176,0.009,-0.009,0,0.92,0.40,-0.27,0,0,0.89,0.13,-0.13,0,0
3071,Kepler-85,4,12.51300000,,,0,,,,,,,,,,,,,,0.194,0.009,-0.009,0,0.92,0.40,-0.27,0,0,0.89,0.13,-0.13,0,0
3072,Kepler-85,4,17.91323000,0.00026600,-0.00026600,0,,,,,,,,,,,,,,0.107,0.017,-0.017,0,0.92,0.40,-0.27,0,0,0.89,0.13,-0.13,0,0
3073,Kepler-85,4,25.21675100,0.00071800,-0.00071800,0,,,,,,,,,,,,,,0.113,0.018,-0.018,0,0.92,0.40,-0.27,0,0,0.89,0.13,-0.13,0,0
3450,WASP-47,4,4.16071000,0.00038000,-0.00038000,0,0.002800,0.004200,-0.002000,0,89.020,0.170,-0.170,0,1.21000,0.59000,-0.39000,0,Mass,1.150,0.250,-0.250,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0
3451,WASP-47,4,580.70000000,9.60000000,-9.60000000,0,0.360000,0.120000,-0.120000,0,87.000,45.000,-45.000,0,1.57000,1.00000,-0.59000,0,Mass,,,,,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0
3452,WASP-47,4,9.09500000,0.01400000,-0.01400000,0,0.006000,0.009800,-0.004100,0,89.220,0.130,-0.130,0,0.05286,0.03776,-0.02202,0,Mass,0.331,0.073,-0.073,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0
3453,WASP-47,4,0.78963600,0.00001700,-0.00001700,0,0.030000,0.036000,-0.020000,0,86.200,2.100,-2.100,0,0.02863,0.01730,-0.01133,0,Mass,0.162,0.036,-0.036,0,1.11,0.89,-0.49,0,0,1.16,0.26,-0.26,0,0
3550,tau Cet,4,162.87000000,1.08000000,-0.46000000,0,0.180000,0.180000,-0.140000,0,,,,0,0.01237,0.00261,-0.00201,0,Msini,,,,0,0.78,0.01,-0.01,0,0,,,,0,0
3551,tau Cet,4,636.13000000,11.70000000,-47.69000000,0,0.160000,0.070000,-0.160000,0,,,,0,0.01237,0.00330,-0.00431,0,Msini,,,,0,0.78,0.01,-0.01,0,0,,,,0,0
3552,tau Cet,4,20.00000000,0.02000000,-0.01000000,0,0.060000,0.130000,-0.060000,0,,,,0,0.00551,0.00079,-0.00126,0,Msini,,,,0,0.78,0.01,-0.01,0,0,,,,0,0
3553,tau Cet,4,49.41000000,0.08000000,-0.10000000,0,0.230000,0.160000,-0.150000,0,,,,0,0.00576,0.00214,-0.00082,0,Msini,,,,0,0.78,0.01,-0.01,0,0,,,,0,0
